Date,Open,High,Low,Close,Adj Close,Volume
2018-12-18,109.430000,109.660004,105.669998,106.500000,98.251816,6864400
2018-12-19,111.540001,111.540001,107.699997,109.110001,100.659676,8362800
2018-12-20,109.099998,110.160004,108.120003,109.290001,100.825737,8362300
2018-12-21,109.290001,111.510002,108.680000,109.419998,100.945671,13154500
2018-12-24,109.349998,109.410004,106.629997,106.750000,98.482460,3284000
2018-12-26,106.760002,111.089996,106.430000,111.089996,102.486336,3792400
2018-12-27,110.239998,112.900002,108.730003,112.889999,104.146935,4101600
2018-12-28,113.400002,115.089996,112.589996,114.199997,105.355461,3984000
2018-12-31,114.339996,115.849998,114.239998,115.720001,106.757744,2731000
2019-01-02,114.790001,115.430000,112.750000,114.879997,105.982803,4247100
2019-01-03,114.720001,114.739998,111.099998,111.309998,102.689301,4203300
2019-01-04,112.209999,114.839996,111.739998,114.660004,105.779839,5795200
2019-01-07,112.370003,116.440002,112.050003,115.279999,106.351845,7749600
2019-01-08,115.690002,116.419998,114.519997,116.339996,107.329750,3428900
2019-01-09,116.370003,118.220001,116.220001,117.209999,108.132339,5820100
2019-01-10,117.089996,117.220001,114.970001,115.940002,106.960732,4282300
2019-01-11,115.269997,116.209999,115.099998,116.180000,107.182121,2648800
2019-01-14,115.199997,115.250000,114.330002,114.680000,105.798302,4404600
2019-01-15,113.910004,118.220001,113.400002,117.089996,108.021645,5097700
2019-01-16,116.989998,118.070000,116.480003,116.800003,107.754112,2920600
2019-01-17,116.809998,119.199997,116.550003,119.160004,109.931320,4401900
2019-01-18,115.580002,116.900002,115.019997,116.589996,107.560364,8887000
2019-01-22,115.690002,117.110001,115.690002,117.089996,108.021645,4377500
2019-01-23,117.110001,118.900002,116.919998,118.790001,109.589973,4012100
2019-01-24,118.220001,118.220001,114.199997,114.989998,106.084282,6946200
2019-01-25,115.339996,115.349998,114.040001,114.970001,106.065834,4599100
2019-01-28,114.720001,115.110001,113.540001,115.029999,106.121185,3590900
2019-01-29,114.389999,115.949997,113.910004,115.709999,106.748543,3767400
2019-01-30,115.529999,117.080002,115.529999,116.940002,107.883255,4362900
2019-01-31,116.940002,120.139999,116.730003,119.860001,110.577110,5746100
2019-02-01,120.320000,120.989998,119.129997,120.889999,111.527351,4171500
2019-02-04,121.209999,121.839996,118.690002,120.169998,110.863113,4518400
2019-02-05,120.720001,121.739998,120.400002,120.430000,111.102974,8832400
2019-02-06,118.669998,120.820000,117.739998,119.269997,110.032806,7421000
2019-02-07,119.000000,119.330002,116.860001,117.500000,108.399895,7935000
2019-02-08,117.730003,121.430000,117.449997,119.599998,110.337257,16195100
2019-02-11,119.199997,119.940002,117.040001,118.010002,108.870392,7203100
2019-02-12,117.760002,119.900002,117.500000,119.489998,110.235771,6975500
2019-02-13,119.599998,120.279999,118.110001,119.650002,110.383392,12738600
2019-02-14,118.940002,121.250000,118.800003,120.750000,112.001961,17847000
2019-02-15,121.180000,122.480003,120.400002,122.480003,113.606628,10366400
2019-02-19,121.309998,123.330002,121.300003,122.129997,113.281960,17861300
2019-02-20,122.379997,123.050003,121.610001,122.660004,113.773582,19880300
2019-02-21,122.059998,123.760002,121.800003,122.720001,113.829239,20798700
2019-02-22,122.730003,124.739998,122.650002,124.000000,115.016502,19574000
2019-02-25,124.099998,124.669998,123.470001,123.889999,114.914467,13682400
2019-02-26,123.860001,125.160004,123.320000,124.669998,115.637947,20790900
2019-02-27,124.489998,126.480003,124.080002,125.680000,116.574791,32135600
2019-02-28,125.519997,127.769997,125.199997,126.290001,117.140610,36023600
2019-03-01,127.250000,129.419998,126.580002,128.839996,119.505844,43290900
2019-03-04,130.509995,130.509995,125.339996,127.459999,118.225845,59468600
2019-03-05,128.399994,128.869995,126.720001,128.490005,119.181213,53212600
2019-03-06,128.750000,128.789993,125.389999,126.680000,117.502357,74822500
2019-03-07,126.410004,127.190002,125.129997,126.339996,117.186966,60615600
2019-03-08,126.370003,126.980003,125.250000,126.699997,117.520882,50169800
2019-03-11,122.800003,124.910004,122.510002,123.500000,114.552750,61771200
2019-03-12,123.500000,124.019997,122.680000,123.500000,114.552750,8077600
2019-03-13,124.599998,130.750000,123.160004,124.309998,115.304047,68139300
2019-03-14,124.980003,124.980003,122.510002,123.080002,114.163147,42768700
2019-03-15,123.099998,124.160004,121.959999,123.940002,114.960884,47331000
2019-03-18,123.989998,125.349998,123.500000,125.239998,116.166664,16052200
2019-03-19,125.260002,126.650002,125.139999,126.589996,117.418877,13726300
2019-03-20,127.540001,129.100006,126.830002,128.160004,118.875130,7520700
2019-03-21,126.879997,128.979996,126.639999,128.309998,119.014244,5704300
2019-03-22,128.729996,129.479996,127.430000,128.300003,119.004974,15332900
2019-03-25,128.610001,130.580002,128.410004,129.869995,120.461235,5972800
2019-03-26,130.240005,132.130005,129.699997,131.020004,121.527924,5872900
2019-03-27,130.960007,131.559998,128.520004,128.770004,119.440926,7675100
2019-03-28,129.339996,129.899994,128.869995,128.949997,119.607880,6112900
2019-03-29,129.009995,129.940002,128.979996,129.759995,120.359192,5729100
2019-04-01,130.710007,131.350006,129.050003,129.050003,119.700630,5132300
2019-04-02,129.039993,129.570007,128.240005,129.320007,119.951080,3214600
2019-04-03,129.110001,129.250000,126.839996,127.050003,117.845535,4425300
2019-04-04,127.339996,127.349998,124.610001,125.610001,116.509857,5539800
2019-04-05,126.489998,127.010002,125.610001,126.989998,117.789871,4656400
2019-04-08,126.500000,127.279999,126.089996,127.160004,117.947563,3430900
2019-04-09,126.760002,128.119995,126.599998,127.239998,118.021774,4215600
