Date,Open,High,Low,Close,Adj Close,Volume
12/19/2018,41.5,41.862499,39.772499,40.2225,38.605984,196189200
12/20/2018,40.099998,40.5275,38.825001,39.2075,37.631783,259092000
12/21/2018,39.215,39.540001,37.407501,37.682499,36.168064,382978400
12/24/2018,37.037498,37.887501,36.647499,36.7075,35.232258,148676800
12/26/2018,37.075001,39.307499,36.68,39.2925,37.713367,234330000
12/27/2018,38.959999,39.192501,37.517502,39.037498,37.468616,212468400
12/28/2018,39.375,39.630001,38.637501,39.057499,37.487816,169165600
12/31/2018,39.6325,39.84,39.119999,39.435001,37.850143,140014000
1/2/2019,38.7225,39.712502,38.557499,39.48,37.893326,148158800
1/3/2019,35.994999,36.43,35.5,35.547501,34.118877,365248800
1/4/2019,36.1325,37.137501,35.950001,37.064999,35.575386,234428400
1/7/2019,37.174999,37.2075,36.474998,36.982498,35.496204,219111200
1/8/2019,37.389999,37.955002,37.130001,37.6875,36.172874,164101200
1/9/2019,37.822498,38.6325,37.407501,38.327499,36.787151,180396400
1/10/2019,38.125,38.4925,37.715,38.450001,36.904739,143122800
1/11/2019,38.220001,38.424999,37.877499,38.072498,36.542397,108092800
1/14/2019,37.712502,37.817501,37.305,37.5,35.992908,129756800
1/15/2019,37.567501,38.3475,37.512501,38.267502,36.729565,114843600
1/16/2019,38.27,38.970001,38.25,38.735001,37.178272,122278800
1/17/2019,38.549999,39.415001,38.314999,38.965,37.399033,119284800
1/18/2019,39.375,39.470001,38.994999,39.205002,37.629387,135004000
1/22/2019,39.102501,39.182499,38.154999,38.325001,36.784756,121576000
1/23/2019,38.537498,38.785,37.924999,38.48,36.933525,92522400
1/24/2019,38.5275,38.619999,37.935001,38.174999,36.640781,101766000
1/25/2019,38.869999,39.532501,38.580002,39.439999,37.854942,134142000
1/28/2019,38.947498,39.0825,38.415001,39.075001,37.504612,104768400
1/29/2019,39.0625,39.532501,38.5275,38.669998,37.115879,166348800
1/30/2019,40.8125,41.537498,40.057499,41.3125,39.652191,244439200
1/31/2019,41.5275,42.25,41.139999,41.610001,39.937733,162958400
2/1/2019,41.740002,42.244999,41.482498,41.630001,39.956936,130672400
2/4/2019,41.852501,42.915001,41.82,42.8125,41.091911,125982000
2/5/2019,43.215,43.77,43.087502,43.544998,41.794968,144406400
2/6/2019,43.662498,43.892502,43.212502,43.560001,41.809368,112958400
2/7/2019,43.099998,43.485001,42.584999,42.735001,41.017513,126966800
2/8/2019,42.247501,42.665001,42.105,42.602501,41.065723,95280000
2/11/2019,42.762501,42.802502,42.3125,42.357498,40.829556,83973600
2/12/2019,42.525002,42.75,42.424999,42.7225,41.181381,89134000
2/13/2019,42.8475,43.119999,42.48,42.544998,41.010288,89960800
2/14/2019,42.427502,42.814999,42.345001,42.700001,41.159695,87342800
2/15/2019,42.8125,42.924999,42.4375,42.605,41.068127,98507200
2/19/2019,42.427502,42.860001,42.372501,42.732498,41.191021,75891200
2/20/2019,42.797501,43.330002,42.747501,43.0075,41.456104,104457600
2/21/2019,42.950001,43.092499,42.575001,42.764999,41.222343,68998800
2/22/2019,42.895,43.25,42.845001,43.2425,41.682629,75652800
2/25/2019,43.540001,43.967499,43.487499,43.557499,41.986252,87493600
2/26/2019,43.427502,43.825001,43.2925,43.5825,42.010361,68280800
2/27/2019,43.302502,43.75,43.182499,43.717499,42.140491,111341600
2/28/2019,43.580002,43.727501,43.23,43.287498,41.726009,112861600
3/1/2019,43.57,43.787498,43.2225,43.7425,42.164593,103544800
3/4/2019,43.922501,44.4375,43.4925,43.962502,42.376648,109744800
3/5/2019,43.985001,44,43.634998,43.8825,42.299541,78949600
3/6/2019,43.6675,43.872501,43.485001,43.630001,42.056152,83241600
3/7/2019,43.467499,43.610001,43.005001,43.125,41.569363,99185600
3/8/2019,42.580002,43.267502,42.375,43.227501,41.668156,95997600
3/11/2019,43.872501,44.779999,43.837502,44.724998,43.111645,128044000
3/12/2019,45,45.6675,44.842499,45.227501,43.59602,129870400
3/13/2019,45.5625,45.825001,45.23,45.427502,43.788807,124130000
3/14/2019,45.974998,46.025002,45.639999,45.932499,44.275593,94318000
3/15/2019,46.212502,46.8325,45.935001,46.529999,44.851536,156171600
3/18/2019,46.450001,47.0975,46.447498,47.005001,45.309406,104879200
3/19/2019,47.087502,47.247501,46.48,46.6325,44.95034,126585600
3/20/2019,46.557499,47.372501,46.182499,47.040001,45.343132,124140800
3/21/2019,47.505001,49.0825,47.452499,48.772499,47.013142,204136800
3/22/2019,48.834999,49.422501,47.695,47.762501,46.039574,169630800
3/25/2019,47.877499,47.994999,46.650002,47.185001,45.482906,175381200
3/26/2019,47.915001,48.220001,46.145,46.697498,45.013,199202000
3/27/2019,47.1875,47.439999,46.637501,47.1175,45.417843,119393600
3/28/2019,47.237499,47.389999,46.8825,47.18,45.478088,83121600
3/29/2019,47.4575,47.52,47.134998,47.487499,45.77449,94256000
4/1/2019,47.91,47.919998,47.095001,47.810001,46.085365,111448000
4/2/2019,47.772499,48.615002,47.762501,48.505001,46.755291,91062800
4/3/2019,48.3125,49.125,48.287498,48.837502,47.075802,93087200
4/4/2019,48.697498,49.092499,48.285,48.922501,47.157734,76457200
